,country,time-period,GDP(mm-euro)
678,Cyprus,2018-Q1,5267.7
679,Cyprus,2018-Q2,5272.3
680,Cyprus,2018-Q3,5320.9
681,Cyprus,2018-Q4,5438.7
682,Cyprus,2019-Q1,5566.5
683,Cyprus,2019-Q2,5578.5
684,Cyprus,2019-Q3,5631.8
685,Cyprus,2019-Q4,5648.1
686,Cyprus,2020-Q1,5599.4
687,Cyprus,2020-Q2,4922.5
688,Cyprus,2020-Q3,5371.1
689,Cyprus,2020-Q4,5414.1
690,Cyprus,2021-Q1,5482.3
691,Cyprus,2021-Q2,5580.5
692,Cyprus,2021-Q3,5684.4
693,Cyprus,2021-Q4,5734.6
694,Cyprus,2022-Q1,5791.4
695,Czechia,1995-Q1,0.0
696,Czechia,1995-Q2,0.0
697,Czechia,1995-Q3,0.0
698,Czechia,1995-Q4,0.0
699,Czechia,1996-Q1,27006.7
700,Czechia,1996-Q2,27186.0
701,Czechia,1996-Q3,27328.0
702,Czechia,1996-Q4,27338.0
703,Czechia,1997-Q1,27214.6
704,Czechia,1997-Q2,27152.9
705,Czechia,1997-Q3,26994.9
706,Czechia,1997-Q4,26911.3
707,Czechia,1998-Q1,26909.7
708,Czechia,1998-Q2,26983.5
709,Czechia,1998-Q3,26992.8
710,Czechia,1998-Q4,27010.4
711,Czechia,1999-Q1,27016.0
712,Czechia,1999-Q2,27140.4
713,Czechia,1999-Q3,27389.7
714,Czechia,1999-Q4,27697.9
715,Czechia,2000-Q1,28065.2
716,Czechia,2000-Q2,28333.0
717,Czechia,2000-Q3,28700.9
718,Czechia,2000-Q4,28837.5
719,Czechia,2001-Q1,29179.5
720,Czechia,2001-Q2,29247.1
721,Czechia,2001-Q3,29373.4
722,Czechia,2001-Q4,29591.0
723,Czechia,2002-Q1,29532.9
724,Czechia,2002-Q2,29681.0
725,Czechia,2002-Q3,29870.1
726,Czechia,2002-Q4,30068.1
727,Czechia,2003-Q1,30385.6
728,Czechia,2003-Q2,30705.2
729,Czechia,2003-Q3,31035.4
730,Czechia,2003-Q4,31287.7
731,Czechia,2004-Q1,31621.2
732,Czechia,2004-Q2,32011.5
733,Czechia,2004-Q3,32476.3
734,Czechia,2004-Q4,33083.1
735,Czechia,2005-Q1,33651.6
736,Czechia,2005-Q2,34165.5
737,Czechia,2005-Q3,34675.7
738,Czechia,2005-Q4,35317.0
739,Czechia,2006-Q1,35966.7
740,Czechia,2006-Q2,36666.1
741,Czechia,2006-Q3,37110.5
742,Czechia,2006-Q4,37611.1
743,Czechia,2007-Q1,38254.7
744,Czechia,2007-Q2,38565.1
745,Czechia,2007-Q3,39107.3
746,Czechia,2007-Q4,39617.2
747,Czechia,2008-Q1,39803.6
748,Czechia,2008-Q2,40090.5
749,Czechia,2008-Q3,40189.8
750,Czechia,2008-Q4,39395.7
751,Czechia,2009-Q1,38076.4
752,Czechia,2009-Q2,37931.1
753,Czechia,2009-Q3,38112.6
754,Czechia,2009-Q4,38138.8
755,Czechia,2010-Q1,38401.0
756,Czechia,2010-Q2,38869.7
757,Czechia,2010-Q3,39154.7
758,Czechia,2010-Q4,39330.2
759,Czechia,2011-Q1,39555.6
760,Czechia,2011-Q2,39681.7
761,Czechia,2011-Q3,39608.1
762,Czechia,2011-Q4,39649.0
763,Czechia,2012-Q1,39581.8
764,Czechia,2012-Q2,39369.6
765,Czechia,2012-Q3,39227.4
766,Czechia,2012-Q4,39179.4
767,Czechia,2013-Q1,39012.9
768,Czechia,2013-Q2,39156.2
769,Czechia,2013-Q3,39324.4
770,Czechia,2013-Q4,39799.3
771,Czechia,2014-Q1,39581.3
772,Czechia,2014-Q2,39951.3
773,Czechia,2014-Q3,40426.3
774,Czechia,2014-Q4,40889.7
775,Czechia,2015-Q1,41664.3
776,Czechia,2015-Q2,42230.1
777,Czechia,2015-Q3,42741.3
778,Czechia,2015-Q4,42994.9
779,Czechia,2016-Q1,43062.6
780,Czechia,2016-Q2,43205.3
781,Czechia,2016-Q3,43592.6
782,Czechia,2016-Q4,43928.9
783,Czechia,2017-Q1,44653.8
784,Czechia,2017-Q2,45761.1
785,Czechia,2017-Q3,46143.5
786,Czechia,2017-Q4,46518.8
787,Czechia,2018-Q1,46770.8
788,Czechia,2018-Q2,47052.2
789,Czechia,2018-Q3,47387.5
790,Czechia,2018-Q4,47737.6
791,Czechia,2019-Q1,48172.9
792,Czechia,2019-Q2,48497.3
793,Czechia,2019-Q3,48823.0
794,Czechia,2019-Q4,49059.0
795,Czechia,2020-Q1,47468.2
796,Czechia,2020-Q2,43267.9
797,Czechia,2020-Q3,46276.4
798,Czechia,2020-Q4,46804.2
799,Czechia,2021-Q1,46562.8
800,Czechia,2021-Q2,47217.9
801,Czechia,2021-Q3,48020.1
802,Czechia,2021-Q4,48426.7
803,Czechia,2022-Q1,48849.4
804,Germany,1991-Q1,557498.0
805,Germany,1991-Q2,554547.5
806,Germany,1991-Q3,553337.0
807,Germany,1991-Q4,560448.6
808,Germany,1992-Q1,568978.5
809,Germany,1992-Q2,564666.3
810,Germany,1992-Q3,563682.8
811,Germany,1992-Q4,561867.2
812,Germany,1993-Q1,557725.0
813,Germany,1993-Q2,557573.7
814,Germany,1993-Q3,560978.1
815,Germany,1993-Q4,560524.2
816,Germany,1994-Q1,568241.0
817,Germany,1994-Q2,569602.7
818,Germany,1994-Q3,573612.4
819,Germany,1994-Q4,580421.4
820,Germany,1995-Q1,578454.3
821,Germany,1995-Q2,582691.0
822,Germany,1995-Q3,583674.5
823,Germany,1995-Q4,583977.1
824,Germany,1996-Q1,579210.8
825,Germany,1996-Q2,587003.3
826,Germany,1996-Q3,588970.3
827,Germany,1996-Q4,593433.9
828,Germany,1997-Q1,590332.1
829,Germany,1997-Q2,597973.2
830,Germany,1997-Q3,599788.9
831,Germany,1997-Q4,604328.1
832,Germany,1998-Q1,610002.3
833,Germany,1998-Q2,607354.3
834,Germany,1998-Q3,610229.2
835,Germany,1998-Q4,607732.6
836,Germany,1999-Q1,614749.7
837,Germany,1999-Q2,614749.7
838,Germany,1999-Q3,621634.1
839,Germany,1999-Q4,626702.8
840,Germany,2000-Q1,635667.9
841,Germany,2000-Q2,640812.6
842,Germany,2000-Q3,640510.0
843,Germany,2000-Q4,638618.5
844,Germany,2001-Q1,651517.6
845,Germany,2001-Q2,651215.0
846,Germany,2001-Q3,649853.3
847,Germany,2001-Q4,649399.3
848,Germany,2002-Q1,646013.8
849,Germany,2002-Q2,648813.0
850,Germany,2002-Q3,651839.2
851,Germany,2002-Q4,651007.0
852,Germany,2003-Q1,641380.0
853,Germany,2003-Q2,642060.9
854,Germany,2003-Q3,646978.3
855,Germany,2003-Q4,648794.0
856,Germany,2004-Q1,647659.3
857,Germany,2004-Q2,650988.0
858,Germany,2004-Q3,649626.3
859,Germany,2004-Q4,649021.0
860,Germany,2005-Q1,649040.0
861,Germany,2005-Q2,652520.1
862,Germany,2005-Q3,658042.8
863,Germany,2005-Q4,661144.7
864,Germany,2006-Q1,667499.7
865,Germany,2006-Q2,678999.1
866,Germany,2006-Q3,684295.0
867,Germany,2006-Q4,694659.6
868,Germany,2007-Q1,695094.8
869,Germany,2007-Q2,700920.1
870,Germany,2007-Q3,704551.4
871,Germany,2007-Q4,709090.6
872,Germany,2008-Q1,713629.8
873,Germany,2008-Q2,711889.8
874,Germany,2008-Q3,707350.7
875,Germany,2008-Q4,696078.4
876,Germany,2009-Q1,663471.2
877,Germany,2009-Q2,664530.3
878,Germany,2009-Q3,668237.3
879,Germany,2009-Q4,673154.7
880,Germany,2010-Q1,678620.9
881,Germany,2010-Q2,693903.0
882,Germany,2010-Q3,699577.2
883,Germany,2010-Q4,705251.3
884,Germany,2011-Q1,718925.9
885,Germany,2011-Q2,719606.7
886,Germany,2011-Q3,725961.6
887,Germany,2011-Q4,723616.4
888,Germany,2012-Q1,725129.5
889,Germany,2012-Q2,726718.2
890,Germany,2012-Q3,728685.2
891,Germany,2012-Q4,725356.4
892,Germany,2013-Q1,722046.6
893,Germany,2013-Q2,729914.6
894,Germany,2013-Q3,733924.3
895,Germany,2013-Q4,736042.7
896,Germany,2014-Q1,743154.1
897,Germany,2014-Q2,743305.5
898,Germany,2014-Q3,747012.5
899,Germany,2014-Q4,752989.3
900,Germany,2015-Q1,749206.5
901,Germany,2015-Q2,754805.0
902,Germany,2015-Q3,758058.1
903,Germany,2015-Q4,761386.9
904,Germany,2016-Q1,767741.9
905,Germany,2016-Q2,771297.6
906,Germany,2016-Q3,773264.6
907,Germany,2016-Q4,775988.2
908,Germany,2017-Q1,785218.1
909,Germany,2017-Q2,792178.2
910,Germany,2017-Q3,797852.4
911,Germany,2017-Q4,805039.5
912,Germany,2018-Q1,800178.8
913,Germany,2018-Q2,806306.6
914,Germany,2018-Q3,799800.5
915,Germany,2018-Q4,806079.7
916,Germany,2019-Q1,811489.1
917,Germany,2019-Q2,810808.2
918,Germany,2019-Q3,811564.7
919,Germany,2019-Q4,813456.2
920,Germany,2020-Q1,801615.6
921,Germany,2020-Q2,726189.9
922,Germany,2020-Q3,791402.5
923,Germany,2020-Q4,796168.6
924,Germany,2021-Q1,784083.3
925,Germany,2021-Q2,800046.3
926,Germany,2021-Q3,806023.1
927,Germany,2021-Q4,805644.7
928,Germany,2022-Q1,811999.7
929,Germany,2022-Q2,811697.2
930,Denmark,1995-Q1,51022.7
931,Denmark,1995-Q2,50876.7
932,Denmark,1995-Q3,51088.9
933,Denmark,1995-Q4,51462.7
934,Denmark,1996-Q1,51470.4
935,Denmark,1996-Q2,52864.3
936,Denmark,1996-Q3,53013.8
937,Denmark,1996-Q4,53031.8
938,Denmark,1997-Q1,53697.4
939,Denmark,1997-Q2,54619.7
940,Denmark,1997-Q3,54465.5
941,Denmark,1997-Q4,54458.0
942,Denmark,1998-Q1,55279.1
943,Denmark,1998-Q2,54861.7
944,Denmark,1998-Q3,55869.6
945,Denmark,1998-Q4,56048.8
946,Denmark,1999-Q1,56556.7
947,Denmark,1999-Q2,56848.7
948,Denmark,1999-Q3,57200.1
949,Denmark,1999-Q4,58000.2
950,Denmark,2000-Q1,58565.7
951,Denmark,2000-Q2,59232.5
952,Denmark,2000-Q3,59396.1
953,Denmark,2000-Q4,59976.9
954,Denmark,2001-Q1,59325.7
955,Denmark,2001-Q2,59615.3
956,Denmark,2001-Q3,60150.5
957,Denmark,2001-Q4,60031.9
958,Denmark,2002-Q1,60011.8
959,Denmark,2002-Q2,60005.8
960,Denmark,2002-Q3,60209.9
961,Denmark,2002-Q4,60011.2
962,Denmark,2003-Q1,60332.8
963,Denmark,2003-Q2,59771.7
964,Denmark,2003-Q3,59976.9
965,Denmark,2003-Q4,61094.3
966,Denmark,2004-Q1,61388.6
967,Denmark,2004-Q2,61754.0
968,Denmark,2004-Q3,61899.6
969,Denmark,2004-Q4,62568.6
970,Denmark,2005-Q1,62341.5
971,Denmark,2005-Q2,63568.9
972,Denmark,2005-Q3,63639.7
973,Denmark,2005-Q4,63846.4
974,Denmark,2006-Q1,64648.7
975,Denmark,2006-Q2,66576.8
976,Denmark,2006-Q3,66132.8
977,Denmark,2006-Q4,65953.6
978,Denmark,2007-Q1,66172.1
979,Denmark,2007-Q2,65875.7
980,Denmark,2007-Q3,66494.7
981,Denmark,2007-Q4,67163.6
982,Denmark,2008-Q1,67135.7
983,Denmark,2008-Q2,66516.2
984,Denmark,2008-Q3,66127.7
985,Denmark,2008-Q4,64566.1
986,Denmark,2009-Q1,63647.0
987,Denmark,2009-Q2,62413.3
988,Denmark,2009-Q3,62629.1
989,Denmark,2009-Q4,62686.0
990,Denmark,2010-Q1,63227.3
991,Denmark,2010-Q2,63659.5
992,Denmark,2010-Q3,64668.7
993,Denmark,2010-Q4,64523.2
994,Denmark,2011-Q1,64663.7
995,Denmark,2011-Q2,65311.9
996,Denmark,2011-Q3,64499.6
997,Denmark,2011-Q4,65026.7
998,Denmark,2012-Q1,64981.5
999,Denmark,2012-Q2,65030.4
1000,Denmark,2012-Q3,65091.4
1001,Denmark,2012-Q4,64986.2
1002,Denmark,2013-Q1,65352.7
1003,Denmark,2013-Q2,65401.2
1004,Denmark,2013-Q3,65815.4
1005,Denmark,2013-Q4,65947.8
1006,Denmark,2014-Q1,66114.8
1007,Denmark,2014-Q2,66066.9
1008,Denmark,2014-Q3,67172.8
1009,Denmark,2014-Q4,67413.7
1010,Denmark,2015-Q1,67875.3
1011,Denmark,2015-Q2,68192.8
1012,Denmark,2015-Q3,68398.5
1013,Denmark,2015-Q4,68550.9
1014,Denmark,2016-Q1,69340.7
1015,Denmark,2016-Q2,70278.6
1016,Denmark,2016-Q3,70874.8
1017,Denmark,2016-Q4,71385.5
1018,Denmark,2017-Q1,71852.6
1019,Denmark,2017-Q2,72655.8
1020,Denmark,2017-Q3,72389.3
1021,Denmark,2017-Q4,72935.8
1022,Denmark,2018-Q1,73309.3
1023,Denmark,2018-Q2,73677.7
1024,Denmark,2018-Q3,74121.4
1025,Denmark,2018-Q4,74491.5
1026,Denmark,2019-Q1,74329.0
1027,Denmark,2019-Q2,75076.1
1028,Denmark,2019-Q3,75419.4
1029,Denmark,2019-Q4,75190.1
1030,Denmark,2020-Q1,74624.8
1031,Denmark,2020-Q2,70142.5
1032,Denmark,2020-Q3,74591.7
1033,Denmark,2020-Q4,74671.6
1034,Denmark,2021-Q1,74650.1
1035,Denmark,2021-Q2,76493.1
1036,Denmark,2021-Q3,77483.0
1037,Denmark,2021-Q4,79681.6
1038,Denmark,2022-Q1,79305.1
1039,Estonia,1995-Q1,2326.2
1040,Estonia,1995-Q2,2303.2
1041,Estonia,1995-Q3,2295.4
1042,Estonia,1995-Q4,2322.3
1043,Estonia,1996-Q1,2343.2
1044,Estonia,1996-Q2,2383.1
1045,Estonia,1996-Q3,2458.9
1046,Estonia,1996-Q4,2508.8
1047,Estonia,1997-Q1,2599.8
1048,Estonia,1997-Q2,2709.0
1049,Estonia,1997-Q3,2782.0
1050,Estonia,1997-Q4,2869.1
1051,Estonia,1998-Q1,2892.6
1052,Estonia,1998-Q2,2876.3
1053,Estonia,1998-Q3,2873.4
1054,Estonia,1998-Q4,2821.0
1055,Estonia,1999-Q1,2799.7
1056,Estonia,1999-Q2,2824.2
1057,Estonia,1999-Q3,2853.3
1058,Estonia,1999-Q4,2927.2
1059,Estonia,2000-Q1,3038.4
1060,Estonia,2000-Q2,3114.5
1061,Estonia,2000-Q3,3152.9
1062,Estonia,2000-Q4,3223.9
1063,Estonia,2001-Q1,3270.4
1064,Estonia,2001-Q2,3274.5
1065,Estonia,2001-Q3,3342.1
1066,Estonia,2001-Q4,3391.1
1067,Estonia,2002-Q1,3414.8
1068,Estonia,2002-Q2,3534.2
1069,Estonia,2002-Q3,3605.0
1070,Estonia,2002-Q4,3631.4
1071,Estonia,2003-Q1,3714.7
1072,Estonia,2003-Q2,3800.7
1073,Estonia,2003-Q3,3838.1
1074,Estonia,2003-Q4,3938.3
1075,Estonia,2004-Q1,4029.7
1076,Estonia,2004-Q2,4002.3
1077,Estonia,2004-Q3,4092.8
1078,Estonia,2004-Q4,4177.8
1079,Estonia,2005-Q1,4251.2
1080,Estonia,2005-Q2,4419.6
1081,Estonia,2005-Q3,4525.4
1082,Estonia,2005-Q4,4629.9
1083,Estonia,2006-Q1,4736.3
1084,Estonia,2006-Q2,4835.5
1085,Estonia,2006-Q3,4946.2
1086,Estonia,2006-Q4,5068.9
1087,Estonia,2007-Q1,5237.0
1088,Estonia,2007-Q2,5257.4
1089,Estonia,2007-Q3,5268.0
1090,Estonia,2007-Q4,5236.4
1091,Estonia,2008-Q1,5120.1
1092,Estonia,2008-Q2,5172.1
1093,Estonia,2008-Q3,5174.6
1094,Estonia,2008-Q4,4564.1
1095,Estonia,2009-Q1,4443.1
1096,Estonia,2009-Q2,4293.1
1097,Estonia,2009-Q3,4208.7
1098,Estonia,2009-Q4,4228.4
1099,Estonia,2010-Q1,4286.7
1100,Estonia,2010-Q2,4341.0
1101,Estonia,2010-Q3,4404.7
1102,Estonia,2010-Q4,4497.2
1103,Estonia,2011-Q1,4588.4
1104,Estonia,2011-Q2,4676.0
1105,Estonia,2011-Q3,4754.1
1106,Estonia,2011-Q4,4752.5
1107,Estonia,2012-Q1,4780.8
1108,Estonia,2012-Q2,4839.4
1109,Estonia,2012-Q3,4863.6
1110,Estonia,2012-Q4,4906.8
1111,Estonia,2013-Q1,4930.3
1112,Estonia,2013-Q2,4917.6
1113,Estonia,2013-Q3,4905.4
1114,Estonia,2013-Q4,4903.0
1115,Estonia,2014-Q1,4983.4
1116,Estonia,2014-Q2,5003.8
1117,Estonia,2014-Q3,5070.8
1118,Estonia,2014-Q4,5146.8
1119,Estonia,2015-Q1,5074.9
1120,Estonia,2015-Q2,5175.0
1121,Estonia,2015-Q3,5213.5
1122,Estonia,2015-Q4,5203.9
1123,Estonia,2016-Q1,5288.4
1124,Estonia,2016-Q2,5278.5
1125,Estonia,2016-Q3,5337.4
1126,Estonia,2016-Q4,5401.3
1127,Estonia,2017-Q1,5507.9
1128,Estonia,2017-Q2,5612.4
1129,Estonia,2017-Q3,5632.6
1130,Estonia,2017-Q4,5714.0
1131,Estonia,2018-Q1,5774.7
1132,Estonia,2018-Q2,5819.4
1133,Estonia,2018-Q3,5859.3
1134,Estonia,2018-Q4,5939.9
1135,Estonia,2019-Q1,6037.2
1136,Estonia,2019-Q2,6062.9
1137,Estonia,2019-Q3,6105.2
1138,Estonia,2019-Q4,6127.5
1139,Estonia,2020-Q1,6053.5
1140,Estonia,2020-Q2,5703.7
1141,Estonia,2020-Q3,5904.5
1142,Estonia,2020-Q4,6032.2
1143,Estonia,2021-Q1,6249.7
1144,Estonia,2021-Q2,6396.2
1145,Estonia,2021-Q3,6452.4
1146,Estonia,2021-Q4,6536.9
1147,Estonia,2022-Q1,6542.6
1148,Greece,1995-Q1,39213.6
1149,Greece,1995-Q2,39585.2
1150,Greece,1995-Q3,39798.1
1151,Greece,1995-Q4,40028.6
1152,Greece,1996-Q1,40245.9
1153,Greece,1996-Q2,40476.9
1154,Greece,1996-Q3,41027.4
1155,Greece,1996-Q4,41462.1
1156,Greece,1997-Q1,41698.8
1157,Greece,1997-Q2,42413.6
1158,Greece,1997-Q3,43090.2
1159,Greece,1997-Q4,43501.0
1160,Greece,1998-Q1,44023.4
1161,Greece,1998-Q2,44218.1
1162,Greece,1998-Q3,44372.5
1163,Greece,1998-Q4,44722.2
1164,Greece,1999-Q1,45063.1
1165,Greece,1999-Q2,45483.6
1166,Greece,1999-Q3,45657.8
1167,Greece,1999-Q4,46387.8
1168,Greece,2000-Q1,46563.9
1169,Greece,2000-Q2,46993.2
1170,Greece,2000-Q3,47871.3
1171,Greece,2000-Q4,48550.5
1172,Greece,2001-Q1,49151.5
1173,Greece,2001-Q2,49022.0
1174,Greece,2001-Q3,49816.9
1175,Greece,2001-Q4,49948.9
1176,Greece,2002-Q1,50357.0
1177,Greece,2002-Q2,51484.1
1178,Greece,2002-Q3,51781.2
1179,Greece,2002-Q4,52180.4
1180,Greece,2003-Q1,53266.8
1181,Greece,2003-Q2,54210.3
1182,Greece,2003-Q3,54550.3
1183,Greece,2003-Q4,55716.2
1184,Greece,2004-Q1,56735.0
1185,Greece,2004-Q2,56724.4
1186,Greece,2004-Q3,57481.4
1187,Greece,2004-Q4,57262.2
1188,Greece,2005-Q1,56925.4
1189,Greece,2005-Q2,57060.8
1190,Greece,2005-Q3,57854.5
1191,Greece,2005-Q4,58144.3
1192,Greece,2006-Q1,60038.8
1193,Greece,2006-Q2,60223.1
1194,Greece,2006-Q3,60510.7
1195,Greece,2006-Q4,62049.4
1196,Greece,2007-Q1,61562.1
1197,Greece,2007-Q2,63354.7
1198,Greece,2007-Q3,62959.9
1199,Greece,2007-Q4,62647.7
1200,Greece,2008-Q1,63030.8
1201,Greece,2008-Q2,62627.6
1202,Greece,2008-Q3,62566.6
1203,Greece,2008-Q4,61692.5
1204,Greece,2009-Q1,58763.5
1205,Greece,2009-Q2,60395.2
1206,Greece,2009-Q3,59957.1
1207,Greece,2009-Q4,60034.0
1208,Greece,2010-Q1,56667.9
1209,Greece,2010-Q2,54569.7
1210,Greece,2010-Q3,52766.8
1211,Greece,2010-Q4,52363.1
1212,Greece,2011-Q1,50333.5
1213,Greece,2011-Q2,49435.9
1214,Greece,2011-Q3,48433.4
1215,Greece,2011-Q4,46259.2
1216,Greece,2012-Q1,46125.6
1217,Greece,2012-Q2,45321.8
1218,Greece,2012-Q3,44663.2
1219,Greece,2012-Q4,44305.2
1220,Greece,2013-Q1,43865.8
1221,Greece,2013-Q2,43935.3
1222,Greece,2013-Q3,43939.2
1223,Greece,2013-Q4,44218.0
1224,Greece,2014-Q1,44204.5
1225,Greece,2014-Q2,44091.8
1226,Greece,2014-Q3,44563.0
1227,Greece,2014-Q4,44093.9
1228,Greece,2015-Q1,44344.3
1229,Greece,2015-Q2,44317.7
1230,Greece,2015-Q3,43484.4
1231,Greece,2015-Q4,44265.7
1232,Greece,2016-Q1,43842.0
1233,Greece,2016-Q2,43735.4
1234,Greece,2016-Q3,43862.6
1235,Greece,2016-Q4,44137.8
1236,Greece,2017-Q1,44050.8
1237,Greece,2017-Q2,44283.3
1238,Greece,2017-Q3,44751.4
1239,Greece,2017-Q4,44348.3
1240,Greece,2018-Q1,44978.8
1241,Greece,2018-Q2,45042.0
1242,Greece,2018-Q3,44919.7
1243,Greece,2018-Q4,45220.5
1244,Greece,2019-Q1,45512.5
1245,Greece,2019-Q2,46009.4
1246,Greece,2019-Q3,45965.8
1247,Greece,2019-Q4,45840.6
1248,Greece,2020-Q1,44881.3
1249,Greece,2020-Q2,38884.9
1250,Greece,2020-Q3,40993.5
1251,Greece,2020-Q4,42668.9
1252,Greece,2021-Q1,44136.0
1253,Greece,2021-Q2,44729.8
1254,Greece,2021-Q3,45771.5
1255,Greece,2021-Q4,46141.9
1256,Greece,2022-Q1,47226.1
1257,Spain,1995-Q1,177507.0
1258,Spain,1995-Q2,178608.0
1259,Spain,1995-Q3,179329.0
1260,Spain,1995-Q4,180692.0
1261,Spain,1996-Q1,181760.0
1262,Spain,1996-Q2,183102.0
1263,Spain,1996-Q3,184671.0
1264,Spain,1996-Q4,185656.0
1265,Spain,1997-Q1,187541.0
1266,Spain,1997-Q2,189242.0
1267,Spain,1997-Q3,191493.0
1268,Spain,1997-Q4,194134.0
1269,Spain,1998-Q1,195835.0
1270,Spain,1998-Q2,198044.0
1271,Spain,1998-Q3,199915.0
1272,Spain,1998-Q4,202111.0
1273,Spain,1999-Q1,204129.0
1274,Spain,1999-Q2,206550.0
1275,Spain,1999-Q3,209296.0
1276,Spain,1999-Q4,211670.0
1277,Spain,2000-Q1,215056.0
1278,Spain,2000-Q2,217749.0
1279,Spain,2000-Q3,220099.0
1280,Spain,2000-Q4,222367.0
1281,Spain,2001-Q1,224728.0
1282,Spain,2001-Q2,226389.0
1283,Spain,2001-Q3,228499.0
1284,Spain,2001-Q4,230080.0
1285,Spain,2002-Q1,231059.0
1286,Spain,2002-Q2,232942.0
1287,Spain,2002-Q3,234378.0
1288,Spain,2002-Q4,236161.0
1289,Spain,2003-Q1,238359.0
1290,Spain,2003-Q2,239601.0
1291,Spain,2003-Q3,241181.0
1292,Spain,2003-Q4,243266.0
1293,Spain,2004-Q1,244733.0
1294,Spain,2004-Q2,247124.0
1295,Spain,2004-Q3,249448.0
1296,Spain,2004-Q4,251155.0
1297,Spain,2005-Q1,253607.0
1298,Spain,2005-Q2,255844.0
1299,Spain,2005-Q3,258318.0
1300,Spain,2005-Q4,260937.0
1301,Spain,2006-Q1,263925.0
1302,Spain,2006-Q2,266483.0
1303,Spain,2006-Q3,268959.0
1304,Spain,2006-Q4,271545.0
1305,Spain,2007-Q1,274029.0
1306,Spain,2007-Q2,276485.0
1307,Spain,2007-Q3,278605.0
1308,Spain,2007-Q4,280396.0
1309,Spain,2008-Q1,281001.0
1310,Spain,2008-Q2,281308.0
1311,Spain,2008-Q3,280790.0
1312,Spain,2008-Q4,276258.0
1313,Spain,2009-Q1,269060.0
1314,Spain,2009-Q2,269031.0
1315,Spain,2009-Q3,269599.0
1316,Spain,2009-Q4,269544.0
1317,Spain,2010-Q1,269468.0
1318,Spain,2010-Q2,269872.0
1319,Spain,2010-Q3,269734.0
1320,Spain,2010-Q4,269915.0
1321,Spain,2011-Q1,269494.0
1322,Spain,2011-Q2,268640.0
1323,Spain,2011-Q3,266899.0
1324,Spain,2011-Q4,265168.0
1325,Spain,2012-Q1,262683.0
1326,Spain,2012-Q2,260158.0
1327,Spain,2012-Q3,258832.0
1328,Spain,2012-Q4,256858.0
1329,Spain,2013-Q1,256037.0
1330,Spain,2013-Q2,255813.0
1331,Spain,2013-Q3,255673.0
1332,Spain,2013-Q4,256099.0
1333,Spain,2014-Q1,257040.0
1334,Spain,2014-Q2,258231.0
1335,Spain,2014-Q3,260142.0
1336,Spain,2014-Q4,262375.0
1337,Spain,2015-Q1,265386.0
1338,Spain,2015-Q2,268233.0
1339,Spain,2015-Q3,270674.0
1340,Spain,2015-Q4,273297.0
1341,Spain,2016-Q1,275149.0
1342,Spain,2016-Q2,276303.0
1343,Spain,2016-Q3,278754.0
1344,Spain,2016-Q4,280049.0
1345,Spain,2017-Q1,282272.0
1346,Spain,2017-Q2,285303.0
1347,Spain,2017-Q3,286950.0
1348,Spain,2017-Q4,288745.0
1349,Spain,2018-Q1,289836.0
1350,Spain,2018-Q2,291535.0
1351,Spain,2018-Q3,293044.0
1352,Spain,2018-Q4,295022.0
1353,Spain,2019-Q1,296796.0
1354,Spain,2019-Q2,297881.0
1355,Spain,2019-Q3,299010.0
1356,Spain,2019-Q4,300136.0
1357,Spain,2020-Q1,283955.0
1358,Spain,2020-Q2,233831.0
1359,Spain,2020-Q3,273111.0
1360,Spain,2020-Q4,273719.0
1361,Spain,2021-Q1,272343.0
1362,Spain,2021-Q2,275416.0
1363,Spain,2021-Q3,282593.0
1364,Spain,2021-Q4,288873.0
1365,Spain,2022-Q1,289447.0
1366,Spain,2022-Q2,292727.0
1367,Finland,1990-Q1,35966.0
1368,Finland,1990-Q2,35471.0
1369,Finland,1990-Q3,34711.0
1370,Finland,1990-Q4,34512.0
1371,Finland,1991-Q1,33839.0
1372,Finland,1991-Q2,33434.0
1373,Finland,1991-Q3,32746.0
1374,Finland,1991-Q4,32362.0
1375,Finland,1992-Q1,32466.0
1376,Finland,1992-Q2,32101.0
1377,Finland,1992-Q3,31839.0
1378,Finland,1992-Q4,31614.0
1379,Finland,1993-Q1,31688.0
1380,Finland,1993-Q2,31627.0
1381,Finland,1993-Q3,31808.0
1382,Finland,1993-Q4,32048.0
1383,Finland,1994-Q1,32261.0
1384,Finland,1994-Q2,32541.0
1385,Finland,1994-Q3,33284.0
1386,Finland,1994-Q4,34122.0
1387,Finland,1995-Q1,33840.0
1388,Finland,1995-Q2,34749.0
1389,Finland,1995-Q3,34592.0
1390,Finland,1995-Q4,34609.0
1391,Finland,1996-Q1,35233.0
1392,Finland,1996-Q2,35511.0
1393,Finland,1996-Q3,35717.0
1394,Finland,1996-Q4,36386.0
1395,Finland,1997-Q1,36815.0
1396,Finland,1997-Q2,37374.0
1397,Finland,1997-Q3,38255.0
1398,Finland,1997-Q4,39382.0
1399,Finland,1998-Q1,39095.0
1400,Finland,1998-Q2,39884.0
1401,Finland,1998-Q3,40385.0
1402,Finland,1998-Q4,40743.0
1403,Finland,1999-Q1,41415.0
1404,Finland,1999-Q2,41635.0
1405,Finland,1999-Q3,41857.0
1406,Finland,1999-Q4,42214.0
1407,Finland,2000-Q1,43473.0
1408,Finland,2000-Q2,43808.0
1409,Finland,2000-Q3,44494.0
1410,Finland,2000-Q4,44967.0
1411,Finland,2001-Q1,45187.0
