,country,time-period,sector,energy-type,value(KTOE)
1507,Denmark,2018,households,Heat,1672.227
1508,Denmark,2019,households,Heat,1638.855
1509,Denmark,2020,households,Heat,1581.419
1510,Estonia,2009,households,Heat,330.61
1511,Estonia,2010,households,Heat,357.6
1512,Estonia,2011,households,Heat,332.665
1513,Estonia,2012,households,Heat,339.902
1514,Estonia,2013,households,Heat,330.085
1515,Estonia,2014,households,Heat,298.366
1516,Estonia,2015,households,Heat,283.486
1517,Estonia,2016,households,Heat,311.861
1518,Estonia,2017,households,Heat,318.143
1519,Estonia,2018,households,Heat,322.442
1520,Estonia,2019,households,Heat,326.741
1521,Estonia,2020,households,Heat,312.888
1522,Greece,2009,households,Heat,48.963
1523,Greece,2010,households,Heat,46.36
1524,Greece,2011,households,Heat,53.884
1525,Greece,2012,households,Heat,45.07
1526,Greece,2013,households,Heat,41.511
1527,Greece,2014,households,Heat,49.513
1528,Greece,2015,households,Heat,49.99
1529,Greece,2016,households,Heat,50.97
1530,Greece,2017,households,Heat,51.053
1531,Greece,2018,households,Heat,51.762
1532,Greece,2019,households,Heat,52.615
1533,Greece,2020,households,Heat,52.531
1534,Spain,2009,households,Heat,0.0
1535,Spain,2010,households,Heat,0.0
1536,Spain,2011,households,Heat,0.0
1537,Spain,2012,households,Heat,0.0
1538,Spain,2013,households,Heat,0.0
1539,Spain,2014,households,Heat,0.0
1540,Spain,2015,households,Heat,0.0
1541,Spain,2016,households,Heat,0.0
1542,Spain,2017,households,Heat,0.0
1543,Spain,2018,households,Heat,0.0
1544,Spain,2019,households,Heat,0.0
1545,Spain,2020,households,Heat,0.0
1546,Finland,2009,households,Heat,1566.113
1547,Finland,2010,households,Heat,1740.757
1548,Finland,2011,households,Heat,1509.793
1549,Finland,2012,households,Heat,1660.528
1550,Finland,2013,households,Heat,1598.285
1551,Finland,2014,households,Heat,1572.49
1552,Finland,2015,households,Heat,1545.691
1553,Finland,2016,households,Heat,1684.795
1554,Finland,2017,households,Heat,1660.361
1555,Finland,2018,households,Heat,1610.156
1556,Finland,2019,households,Heat,1592.147
1557,Finland,2020,households,Heat,1464.77
1558,France,2009,households,Heat,1192.797
1559,France,2010,households,Heat,1301.758
1560,France,2011,households,Heat,1074.45
1561,France,2012,households,Heat,1177.143
1562,France,2013,households,Heat,1260.131
1563,France,2014,households,Heat,1030.455
1564,France,2015,households,Heat,1170.461
1565,France,2016,households,Heat,1262.258
1566,France,2017,households,Heat,1248.276
1567,France,2018,households,Heat,1264.53
1568,France,2019,households,Heat,1288.112
1569,France,2020,households,Heat,1239.2
1570,Georgia,2013,households,Heat,0.0
1571,Georgia,2014,households,Heat,0.0
1572,Georgia,2015,households,Heat,0.0
1573,Georgia,2016,households,Heat,0.0
1574,Georgia,2017,households,Heat,0.0
1575,Georgia,2018,households,Heat,0.0
1576,Georgia,2019,households,Heat,0.0
1577,Georgia,2020,households,Heat,0.0
1578,Croatia,2009,households,Heat,146.699
1579,Croatia,2010,households,Heat,153.912
1580,Croatia,2011,households,Heat,146.532
1581,Croatia,2012,households,Heat,137.766
1582,Croatia,2013,households,Heat,138.148
1583,Croatia,2014,households,Heat,114.336
1584,Croatia,2015,households,Heat,119.59
1585,Croatia,2016,households,Heat,119.208
1586,Croatia,2017,households,Heat,117.03
1587,Croatia,2018,households,Heat,111.563
1588,Croatia,2019,households,Heat,109.625
1589,Croatia,2020,households,Heat,113.958
1590,Hungary,2009,households,Heat,539.338
1591,Hungary,2010,households,Heat,569.671
1592,Hungary,2011,households,Heat,528.781
1593,Hungary,2012,households,Heat,537.332
1594,Hungary,2013,households,Heat,523.24
1595,Hungary,2014,households,Heat,433.386
1596,Hungary,2015,households,Heat,468.162
1597,Hungary,2016,households,Heat,491.019
1598,Hungary,2017,households,Heat,498.662
1599,Hungary,2018,households,Heat,467.35
1600,Hungary,2019,households,Heat,455.001
1601,Hungary,2020,households,Heat,470.096
1602,Ireland,2009,households,Heat,0.0
1603,Ireland,2010,households,Heat,0.0
1604,Ireland,2011,households,Heat,0.0
1605,Ireland,2012,households,Heat,0.0
1606,Ireland,2013,households,Heat,0.0
1607,Ireland,2014,households,Heat,0.0
1608,Ireland,2015,households,Heat,0.0
1609,Ireland,2016,households,Heat,0.0
1610,Ireland,2017,households,Heat,0.0
1611,Ireland,2018,households,Heat,0.0
1612,Ireland,2019,households,Heat,0.0
1613,Ireland,2020,households,Heat,0.0
1614,Iceland,2009,households,Heat,268.726
1615,Iceland,2010,households,Heat,267.173
1616,Iceland,2011,households,Heat,266.433
1617,Iceland,2012,households,Heat,297.745
1618,Iceland,2013,households,Heat,311.837
1619,Iceland,2014,households,Heat,296.623
1620,Iceland,2015,households,Heat,305.675
1621,Iceland,2016,households,Heat,336.586
1622,Iceland,2017,households,Heat,337.009
1623,Iceland,2018,households,Heat,417.88
1624,Iceland,2019,households,Heat,368.388
1625,Iceland,2020,households,Heat,393.68
1626,Italy,2009,households,Heat,51.686
1627,Italy,2010,households,Heat,122.6
1628,Italy,2011,households,Heat,567.641
1629,Italy,2012,households,Heat,694.325
1630,Italy,2013,households,Heat,930.52
1631,Italy,2014,households,Heat,818.382
1632,Italy,2015,households,Heat,908.403
1633,Italy,2016,households,Heat,946.666
1634,Italy,2017,households,Heat,904.942
1635,Italy,2018,households,Heat,1091.622
1636,Italy,2019,households,Heat,887.883
1637,Italy,2020,households,Heat,869.621
1638,Lithuania,2009,households,Heat,517.245
1639,Lithuania,2010,households,Heat,527.372
1640,Lithuania,2011,households,Heat,485.574
1641,Lithuania,2012,households,Heat,487.532
1642,Lithuania,2013,households,Heat,464.675
1643,Lithuania,2014,households,Heat,440.002
1644,Lithuania,2015,households,Heat,429.732
1645,Lithuania,2016,households,Heat,466.347
1646,Lithuania,2017,households,Heat,474.802
1647,Lithuania,2018,households,Heat,472.031
1648,Lithuania,2019,households,Heat,445.663
1649,Lithuania,2020,households,Heat,420.321
1650,Luxembourg,2009,households,Heat,0.0
1651,Luxembourg,2010,households,Heat,0.0
1652,Luxembourg,2011,households,Heat,0.0
1653,Luxembourg,2012,households,Heat,0.0
1654,Luxembourg,2013,households,Heat,0.0
1655,Luxembourg,2014,households,Heat,0.0
1656,Luxembourg,2015,households,Heat,0.0
1657,Luxembourg,2016,households,Heat,0.0
1658,Luxembourg,2017,households,Heat,0.0
1659,Luxembourg,2018,households,Heat,0.0
1660,Luxembourg,2019,households,Heat,0.0
1661,Luxembourg,2020,households,Heat,0.0
1662,Latvia,2009,households,Heat,387.934
1663,Latvia,2010,households,Heat,420.894
1664,Latvia,2011,households,Heat,367.058
1665,Latvia,2012,households,Heat,384.948
1666,Latvia,2013,households,Heat,368.276
1667,Latvia,2014,households,Heat,350.65
1668,Latvia,2015,households,Heat,336.797
1669,Latvia,2016,households,Heat,369.471
1670,Latvia,2017,households,Heat,372.433
1671,Latvia,2018,households,Heat,370.992
1672,Latvia,2019,households,Heat,367.299
1673,Latvia,2020,households,Heat,346.889
1674,Moldova,2010,households,Heat,132.512
1675,Moldova,2011,households,Heat,128.38
1676,Moldova,2012,households,Heat,118.372
1677,Moldova,2013,households,Heat,108.818
1678,Moldova,2014,households,Heat,106.788
1679,Moldova,2015,households,Heat,117.87
1680,Moldova,2016,households,Heat,122.934
1681,Moldova,2017,households,Heat,115.171
1682,Moldova,2018,households,Heat,122.337
1683,Moldova,2019,households,Heat,108.723
1684,Moldova,2020,households,Heat,109.176
1685,Montenegro,2009,households,Heat,0.0
1686,Montenegro,2010,households,Heat,0.0
1687,Montenegro,2011,households,Heat,0.0
1688,Montenegro,2012,households,Heat,0.0
1689,Montenegro,2013,households,Heat,0.0
1690,Montenegro,2014,households,Heat,0.0
1691,Montenegro,2015,households,Heat,0.0
1692,Montenegro,2016,households,Heat,0.0
1693,Montenegro,2017,households,Heat,0.0
1694,Montenegro,2018,households,Heat,0.0
1695,Montenegro,2019,households,Heat,0.0
1696,Montenegro,2020,households,Heat,0.0
1697,North Macedonia,2009,households,Heat,35.851
1698,North Macedonia,2010,households,Heat,33.988
1699,North Macedonia,2011,households,Heat,37.236
1700,North Macedonia,2012,households,Heat,34.179
1701,North Macedonia,2013,households,Heat,28.255
1702,North Macedonia,2014,households,Heat,27.252
1703,North Macedonia,2015,households,Heat,31.981
1704,North Macedonia,2016,households,Heat,32.686
1705,North Macedonia,2017,households,Heat,35.078
1706,North Macedonia,2018,households,Heat,33.858
1707,North Macedonia,2019,households,Heat,31.505
1708,North Macedonia,2020,households,Heat,36.572
1709,Malta,2009,households,Heat,0.0
1710,Malta,2010,households,Heat,0.0
1711,Malta,2011,households,Heat,0.0
1712,Malta,2012,households,Heat,0.0
1713,Malta,2013,households,Heat,0.0
1714,Malta,2014,households,Heat,0.0
1715,Malta,2015,households,Heat,0.0
1716,Malta,2016,households,Heat,0.0
1717,Malta,2017,households,Heat,0.0
1718,Malta,2018,households,Heat,0.0
1719,Malta,2019,households,Heat,0.0
1720,Malta,2020,households,Heat,0.0
1721,Netherlands,2009,households,Heat,239.228
1722,Netherlands,2010,households,Heat,290.747
1723,Netherlands,2011,households,Heat,249.761
1724,Netherlands,2012,households,Heat,289.123
1725,Netherlands,2013,households,Heat,325.404
1726,Netherlands,2014,households,Heat,260.772
1727,Netherlands,2015,households,Heat,288.478
1728,Netherlands,2016,households,Heat,293.175
1729,Netherlands,2017,households,Heat,285.165
1730,Netherlands,2018,households,Heat,298.649
1731,Netherlands,2019,households,Heat,287.865
1732,Netherlands,2020,households,Heat,279.759
1733,Norway,2009,households,Heat,64.536
1734,Norway,2010,households,Heat,93.198
1735,Norway,2011,households,Heat,67.737
1736,Norway,2012,households,Heat,81.709
1737,Norway,2013,households,Heat,93.078
1738,Norway,2014,households,Heat,85.961
1739,Norway,2015,households,Heat,89.185
1740,Norway,2016,households,Heat,114.503
1741,Norway,2017,households,Heat,109.296
1742,Norway,2018,households,Heat,110.404
1743,Norway,2019,households,Heat,133.133
1744,Norway,2020,households,Heat,126.101
1745,Poland,2009,households,Heat,4239.515
1746,Poland,2010,households,Heat,4657.495
1747,Poland,2011,households,Heat,4179.803
1748,Poland,2012,households,Heat,4299.226
1749,Poland,2013,households,Heat,4203.688
1750,Poland,2014,households,Heat,3893.188
1751,Poland,2015,households,Heat,3881.246
1752,Poland,2016,households,Heat,3893.188
1753,Poland,2017,households,Heat,3917.073
1754,Poland,2018,households,Heat,3749.881
1755,Poland,2019,households,Heat,3630.458
1756,Poland,2020,households,Heat,3636.906
1757,Portugal,2009,households,Heat,0.764
1758,Portugal,2010,households,Heat,1.027
1759,Portugal,2011,households,Heat,0.908
1760,Portugal,2012,households,Heat,1.075
1761,Portugal,2013,households,Heat,0.979
1762,Portugal,2014,households,Heat,0.908
1763,Portugal,2015,households,Heat,0.86
1764,Portugal,2016,households,Heat,0.86
1765,Portugal,2017,households,Heat,0.86
1766,Portugal,2018,households,Heat,1.055
1767,Portugal,2019,households,Heat,0.86
1768,Portugal,2020,households,Heat,0.86
1769,Romania,2009,households,Heat,1182.192
1770,Romania,2010,households,Heat,1134.781
1771,Romania,2011,households,Heat,1120.569
1772,Romania,2012,households,Heat,959.563
1773,Romania,2013,households,Heat,905.083
1774,Romania,2014,households,Heat,799.107
1775,Romania,2015,households,Heat,801.543
1776,Romania,2016,households,Heat,803.979
1777,Romania,2017,households,Heat,804.937
1778,Romania,2018,households,Heat,781.775
1779,Romania,2019,households,Heat,704.239
1780,Romania,2020,households,Heat,711.585
1781,Serbia,2009,households,Heat,373.555
1782,Serbia,2010,households,Heat,380.888
1783,Serbia,2011,households,Heat,429.612
1784,Serbia,2012,households,Heat,404.056
1785,Serbia,2013,households,Heat,376.564
1786,Serbia,2014,households,Heat,358.054
1787,Serbia,2015,households,Heat,401.572
1788,Serbia,2016,households,Heat,404.342
1789,Serbia,2017,households,Heat,394.851
1790,Serbia,2018,households,Heat,404.427
1791,Serbia,2019,households,Heat,376.463
1792,Serbia,2020,households,Heat,436.319
1793,Sweden,2009,households,Heat,2583.644
1794,Sweden,2010,households,Heat,3233.711
1795,Sweden,2011,households,Heat,2504.562
1796,Sweden,2012,households,Heat,2734.045
1797,Sweden,2013,households,Heat,2643.857
1798,Sweden,2014,households,Heat,2447.645
1799,Sweden,2015,households,Heat,2472.222
1800,Sweden,2016,households,Heat,2606.286
1801,Sweden,2017,households,Heat,2613.929
1802,Sweden,2018,households,Heat,2575.069
1803,Sweden,2019,households,Heat,2567.235
1804,Sweden,2020,households,Heat,2404.987
1805,Slovenia,2009,households,Heat,96.064
1806,Slovenia,2010,households,Heat,101.39
1807,Slovenia,2011,households,Heat,89.376
1808,Slovenia,2012,households,Heat,81.996
1809,Slovenia,2013,households,Heat,81.446
1810,Slovenia,2014,households,Heat,66.829
1811,Slovenia,2015,households,Heat,76.693
1812,Slovenia,2016,households,Heat,82.044
1813,Slovenia,2017,households,Heat,79.005
1814,Slovenia,2018,households,Heat,74.94
1815,Slovenia,2019,households,Heat,73.896
1816,Slovenia,2020,households,Heat,75.01
1817,Slovakia,2009,households,Heat,458.393
1818,Slovakia,2010,households,Heat,491.139
1819,Slovakia,2011,households,Heat,457.868
1820,Slovakia,2012,households,Heat,481.919
1821,Slovakia,2013,households,Heat,499.236
1822,Slovakia,2014,households,Heat,427.677
1823,Slovakia,2015,households,Heat,452.876
1824,Slovakia,2016,households,Heat,448.433
1825,Slovakia,2017,households,Heat,451.896
1826,Slovakia,2018,households,Heat,416.786
1827,Slovakia,2019,households,Heat,403.96
1828,Slovakia,2020,households,Heat,409.573
1829,Turkey,2009,households,Heat,0.0
1830,Turkey,2010,households,Heat,0.0
1831,Turkey,2011,households,Heat,0.0
1832,Turkey,2012,households,Heat,0.0
1833,Turkey,2013,households,Heat,0.0
1834,Turkey,2014,households,Heat,0.0
1835,Turkey,2015,households,Heat,0.0
1836,Turkey,2016,households,Heat,0.0
1837,Turkey,2017,households,Heat,0.0
1838,Turkey,2018,households,Heat,0.0
1839,Turkey,2019,households,Heat,0.0
1840,Turkey,2020,households,Heat,0.0
1841,Ukraine,2009,households,Heat,4460.304
1842,Ukraine,2010,households,Heat,5141.11
1843,Ukraine,2011,households,Heat,4507.619
1844,Ukraine,2012,households,Heat,4682.55
1845,Ukraine,2013,households,Heat,4668.052
1846,Ukraine,2014,households,Heat,3898.061
1847,Ukraine,2015,households,Heat,2874.51
1848,Ukraine,2016,households,Heat,3078.771
1849,Ukraine,2017,households,Heat,2643.403
1850,Ukraine,2018,households,Heat,2271.496
1851,Ukraine,2019,households,Heat,1979.832
1852,Ukraine,2020,households,Heat,1896.102
1853,United Kingdom,2009,households,Heat,51.925
1854,United Kingdom,2010,households,Heat,51.925
1855,United Kingdom,2011,households,Heat,51.925
1856,United Kingdom,2012,households,Heat,51.925
1857,United Kingdom,2013,households,Heat,51.925
1858,United Kingdom,2014,households,Heat,51.925
1859,United Kingdom,2015,households,Heat,260.442
1860,United Kingdom,2016,households,Heat,260.442
1861,United Kingdom,2017,households,Heat,268.564
1862,United Kingdom,2018,households,Heat,269.424
1863,United Kingdom,2019,households,Heat,269.173
1864,Kosovo,2009,households,Heat,5.756
1865,Kosovo,2010,households,Heat,3.487
1866,Kosovo,2011,households,Heat,1.982
1867,Kosovo,2012,households,Heat,2.245
1868,Kosovo,2013,households,Heat,2.388
1869,Kosovo,2014,households,Heat,2.651
1870,Kosovo,2015,households,Heat,6.162
1871,Kosovo,2016,households,Heat,8.766
1872,Kosovo,2017,households,Heat,9.446
1873,Kosovo,2018,households,Heat,9.551
1874,Kosovo,2019,households,Heat,9.583
1875,Kosovo,2020,households,Heat,11.327
1876,Albania,2009,households,Liquefied petroleum gases,77.97
1877,Albania,2010,households,Liquefied petroleum gases,80.23
1878,Albania,2011,households,Liquefied petroleum gases,79.1
1879,Albania,2012,households,Liquefied petroleum gases,79.1
1880,Albania,2013,households,Liquefied petroleum gases,82.49
1881,Albania,2014,households,Liquefied petroleum gases,89.27
1882,Albania,2015,households,Liquefied petroleum gases,91.53
1883,Albania,2016,households,Liquefied petroleum gases,96.05
1884,Albania,2017,households,Liquefied petroleum gases,107.35
1885,Albania,2018,households,Liquefied petroleum gases,109.61
1886,Albania,2019,households,Liquefied petroleum gases,109.61
1887,Albania,2020,households,Liquefied petroleum gases,113.136
1888,Austria,2009,households,Liquefied petroleum gases,34.311
1889,Austria,2010,households,Liquefied petroleum gases,36.273
1890,Austria,2011,households,Liquefied petroleum gases,26.046
1891,Austria,2012,households,Liquefied petroleum gases,27.117
1892,Austria,2013,households,Liquefied petroleum gases,30.651
1893,Austria,2014,households,Liquefied petroleum gases,26.196
1894,Austria,2015,households,Liquefied petroleum gases,26.477
1895,Austria,2016,households,Liquefied petroleum gases,26.479
1896,Austria,2017,households,Liquefied petroleum gases,32.026
1897,Austria,2018,households,Liquefied petroleum gases,29.458
1898,Austria,2019,households,Liquefied petroleum gases,30.086
1899,Austria,2020,households,Liquefied petroleum gases,28.809
1900,Bosnia and Herzegovina,2014,households,Liquefied petroleum gases,8.96
1901,Bosnia and Herzegovina,2015,households,Liquefied petroleum gases,7.84
1902,Bosnia and Herzegovina,2016,households,Liquefied petroleum gases,8.96
1903,Bosnia and Herzegovina,2017,households,Liquefied petroleum gases,10.08
1904,Bosnia and Herzegovina,2018,households,Liquefied petroleum gases,5.22
1905,Bosnia and Herzegovina,2019,households,Liquefied petroleum gases,4.492
1906,Bosnia and Herzegovina,2020,households,Liquefied petroleum gases,6.568
1907,Belgium,2009,households,Liquefied petroleum gases,118.659
1908,Belgium,2010,households,Liquefied petroleum gases,141.731
1909,Belgium,2011,households,Liquefied petroleum gases,116.461
1910,Belgium,2012,households,Liquefied petroleum gases,121.955
1911,Belgium,2013,households,Liquefied petroleum gases,132.942
1912,Belgium,2014,households,Liquefied petroleum gases,115.363
1913,Belgium,2015,households,Liquefied petroleum gases,118.659
1914,Belgium,2016,households,Liquefied petroleum gases,129.646
1915,Belgium,2017,households,Liquefied petroleum gases,133.93
1916,Belgium,2018,households,Liquefied petroleum gases,133.381
1917,Belgium,2019,households,Liquefied petroleum gases,115.802
1918,Belgium,2020,households,Liquefied petroleum gases,156.13
1919,Bulgaria,2009,households,Liquefied petroleum gases,24.171
1920,Bulgaria,2010,households,Liquefied petroleum gases,20.875
1921,Bulgaria,2011,households,Liquefied petroleum gases,26.369
1922,Bulgaria,2012,households,Liquefied petroleum gases,24.171
1923,Bulgaria,2013,households,Liquefied petroleum gases,24.171
1924,Bulgaria,2014,households,Liquefied petroleum gases,23.073
1925,Bulgaria,2015,households,Liquefied petroleum gases,34.059
1926,Bulgaria,2016,households,Liquefied petroleum gases,27.467
1927,Bulgaria,2017,households,Liquefied petroleum gases,24.159
1928,Bulgaria,2018,households,Liquefied petroleum gases,21.989
1929,Bulgaria,2019,households,Liquefied petroleum gases,19.474
1930,Bulgaria,2020,households,Liquefied petroleum gases,19.986
1931,Cyprus,2009,households,Liquefied petroleum gases,40.671
1932,Cyprus,2010,households,Liquefied petroleum gases,38.411
1933,Cyprus,2011,households,Liquefied petroleum gases,42.93
1934,Cyprus,2012,households,Liquefied petroleum gases,41.8
1935,Cyprus,2013,households,Liquefied petroleum gases,37.281
1936,Cyprus,2014,households,Liquefied petroleum gases,35.022
1937,Cyprus,2015,households,Liquefied petroleum gases,38.411
1938,Cyprus,2016,households,Liquefied petroleum gases,39.541
1939,Cyprus,2017,households,Liquefied petroleum gases,36.679
1940,Cyprus,2018,households,Liquefied petroleum gases,32.139
1941,Cyprus,2019,households,Liquefied petroleum gases,36.317
1942,Cyprus,2020,households,Liquefied petroleum gases,35.369
1943,Czechia,2009,households,Liquefied petroleum gases,6.279
1944,Czechia,2010,households,Liquefied petroleum gases,24.073
1945,Czechia,2011,households,Liquefied petroleum gases,31.394
1946,Czechia,2012,households,Liquefied petroleum gases,43.938
1947,Czechia,2013,households,Liquefied petroleum gases,38.707
1948,Czechia,2014,households,Liquefied petroleum gases,44.984
1949,Czechia,2015,households,Liquefied petroleum gases,44.984
1950,Czechia,2016,households,Liquefied petroleum gases,44.984
1951,Czechia,2017,households,Liquefied petroleum gases,44.984
1952,Czechia,2018,households,Liquefied petroleum gases,50.215
1953,Czechia,2019,households,Liquefied petroleum gases,44.984
1954,Czechia,2020,households,Liquefied petroleum gases,48.123
1955,Germany,2009,households,Liquefied petroleum gases,734.42
1956,Germany,2010,households,Liquefied petroleum gases,828.971
1957,Germany,2011,households,Liquefied petroleum gases,789.392
1958,Germany,2012,households,Liquefied petroleum gases,725.625
1959,Germany,2013,households,Liquefied petroleum gases,860.855
1960,Germany,2014,households,Liquefied petroleum gases,713.823
1961,Germany,2015,households,Liquefied petroleum gases,587.283
1962,Germany,2016,households,Liquefied petroleum gases,754.114
1963,Germany,2017,households,Liquefied petroleum gases,565.843
1964,Germany,2018,households,Liquefied petroleum gases,865.225
1965,Germany,2019,households,Liquefied petroleum gases,787.036
1966,Germany,2020,households,Liquefied petroleum gases,870.369
1967,Denmark,2009,households,Liquefied petroleum gases,16.48
1968,Denmark,2010,households,Liquefied petroleum gases,18.678
1969,Denmark,2011,households,Liquefied petroleum gases,18.678
1970,Denmark,2012,households,Liquefied petroleum gases,17.579
1971,Denmark,2013,households,Liquefied petroleum gases,16.48
1972,Denmark,2014,households,Liquefied petroleum gases,13.184
1973,Denmark,2015,households,Liquefied petroleum gases,17.917
1974,Denmark,2016,households,Liquefied petroleum gases,19.749
1975,Denmark,2017,households,Liquefied petroleum gases,21.112
1976,Denmark,2018,households,Liquefied petroleum gases,21.033
1977,Denmark,2019,households,Liquefied petroleum gases,20.157
1978,Denmark,2020,households,Liquefied petroleum gases,19.587
1979,Estonia,2009,households,Liquefied petroleum gases,3.26
1980,Estonia,2010,households,Liquefied petroleum gases,4.304
1981,Estonia,2011,households,Liquefied petroleum gases,4.304
1982,Estonia,2012,households,Liquefied petroleum gases,3.26
1983,Estonia,2013,households,Liquefied petroleum gases,3.26
1984,Estonia,2014,households,Liquefied petroleum gases,4.347
1985,Estonia,2015,households,Liquefied petroleum gases,5.434
1986,Estonia,2016,households,Liquefied petroleum gases,7.607
1987,Estonia,2017,households,Liquefied petroleum gases,7.607
1988,Estonia,2018,households,Liquefied petroleum gases,6.52
1989,Estonia,2019,households,Liquefied petroleum gases,7.249
1990,Estonia,2020,households,Liquefied petroleum gases,4.347
1991,Greece,2009,households,Liquefied petroleum gases,40.652
1992,Greece,2010,households,Liquefied petroleum gases,48.342
1993,Greece,2011,households,Liquefied petroleum gases,42.849
1994,Greece,2012,households,Liquefied petroleum gases,17.579
1995,Greece,2013,households,Liquefied petroleum gases,60.428
1996,Greece,2014,households,Liquefied petroleum gases,86.797
1997,Greece,2015,households,Liquefied petroleum gases,79.106
1998,Greece,2016,households,Liquefied petroleum gases,76.908
1999,Greece,2017,households,Liquefied petroleum gases,81.191
2000,Greece,2018,households,Liquefied petroleum gases,81.693
2001,Greece,2019,households,Liquefied petroleum gases,80.335
2002,Greece,2020,households,Liquefied petroleum gases,81.446
2003,Spain,2009,households,Liquefied petroleum gases,1417.825
2004,Spain,2010,households,Liquefied petroleum gases,1425.733
2005,Spain,2011,households,Liquefied petroleum gases,1263.051
2006,Spain,2012,households,Liquefied petroleum gases,1232.548
2007,Spain,2013,households,Liquefied petroleum gases,1172.671
2008,Spain,2014,households,Liquefied petroleum gases,1095.849
2009,Spain,2015,households,Liquefied petroleum gases,1076.643
2010,Spain,2016,households,Liquefied petroleum gases,1110.535
2011,Spain,2017,households,Liquefied petroleum gases,1031.454
2012,Spain,2018,households,Liquefied petroleum gases,1073.254
2013,Spain,2019,households,Liquefied petroleum gases,900.404
2014,Spain,2020,households,Liquefied petroleum gases,841.657
2015,Finland,2009,households,Liquefied petroleum gases,7.724
2016,Finland,2010,households,Liquefied petroleum gases,5.517
2017,Finland,2011,households,Liquefied petroleum gases,4.414
2018,Finland,2012,households,Liquefied petroleum gases,3.31
2019,Finland,2013,households,Liquefied petroleum gases,4.423
2020,Finland,2014,households,Liquefied petroleum gases,4.423
2021,Finland,2015,households,Liquefied petroleum gases,5.529
2022,Finland,2016,households,Liquefied petroleum gases,4.423
2023,Finland,2017,households,Liquefied petroleum gases,4.423
2024,Finland,2018,households,Liquefied petroleum gases,4.423
2025,Finland,2019,households,Liquefied petroleum gases,4.423
2026,Finland,2020,households,Liquefied petroleum gases,5.529
2027,France,2009,households,Liquefied petroleum gases,1263.495
2028,France,2010,households,Liquefied petroleum gases,1273.383
2029,France,2011,households,Liquefied petroleum gases,1094.296
2030,France,2012,households,Liquefied petroleum gases,1084.408
2031,France,2013,households,Liquefied petroleum gases,1074.52
2032,France,2014,households,Liquefied petroleum gases,922.901
2033,France,2015,households,Liquefied petroleum gases,925.098
2034,France,2016,households,Liquefied petroleum gases,922.901
2035,France,2017,households,Liquefied petroleum gases,920.703
2036,France,2018,households,Liquefied petroleum gases,892.994
2037,France,2019,households,Liquefied petroleum gases,815.139
2038,France,2020,households,Liquefied petroleum gases,781.168
2039,Georgia,2013,households,Liquefied petroleum gases,15.382
2040,Georgia,2014,households,Liquefied petroleum gases,17.579
2041,Georgia,2015,households,Liquefied petroleum gases,19.776
2042,Georgia,2016,households,Liquefied petroleum gases,17.579
2043,Georgia,2017,households,Liquefied petroleum gases,15.052
2044,Georgia,2018,households,Liquefied petroleum gases,18.887
2045,Georgia,2019,households,Liquefied petroleum gases,10.547
2046,Georgia,2020,households,Liquefied petroleum gases,9.668
2047,Croatia,2009,households,Liquefied petroleum gases,87.356
2048,Croatia,2010,households,Liquefied petroleum gases,80.636
2049,Croatia,2011,households,Liquefied petroleum gases,70.557
2050,Croatia,2012,households,Liquefied petroleum gases,63.837
2051,Croatia,2013,households,Liquefied petroleum gases,60.477
2052,Croatia,2014,households,Liquefied petroleum gases,52.638
2053,Croatia,2015,households,Liquefied petroleum gases,53.758
2054,Croatia,2016,households,Liquefied petroleum gases,54.877
2055,Croatia,2017,households,Liquefied petroleum gases,52.078
2056,Croatia,2018,households,Liquefied petroleum gases,47.486
2057,Croatia,2019,households,Liquefied petroleum gases,48.718
2058,Croatia,2020,households,Liquefied petroleum gases,45.806
2059,Hungary,2009,households,Liquefied petroleum gases,106.645
2060,Hungary,2010,households,Liquefied petroleum gases,134.709
2061,Hungary,2011,households,Liquefied petroleum gases,104.4
2062,Hungary,2012,households,Liquefied petroleum gases,78.58
2063,Hungary,2013,households,Liquefied petroleum gases,84.193
2064,Hungary,2014,households,Liquefied petroleum gases,72.967
2065,Hungary,2015,households,Liquefied petroleum gases,72.967
2066,Hungary,2016,households,Liquefied petroleum gases,59.536
2067,Hungary,2017,households,Liquefied petroleum gases,74.938
2068,Hungary,2018,households,Liquefied petroleum gases,76.04
2069,Hungary,2019,households,Liquefied petroleum gases,73.836
2070,Hungary,2020,households,Liquefied petroleum gases,79.347
2071,Ireland,2009,households,Liquefied petroleum gases,29.526
2072,Ireland,2010,households,Liquefied petroleum gases,37.346
2073,Ireland,2011,households,Liquefied petroleum gases,34.276
2074,Ireland,2012,households,Liquefied petroleum gases,33.057
2075,Ireland,2013,households,Liquefied petroleum gases,40.039
2076,Ireland,2014,households,Liquefied petroleum gases,35.967
2077,Ireland,2015,households,Liquefied petroleum gases,36.511
2078,Ireland,2016,households,Liquefied petroleum gases,48.276
2079,Ireland,2017,households,Liquefied petroleum gases,47.764
2080,Ireland,2018,households,Liquefied petroleum gases,53.842
2081,Ireland,2019,households,Liquefied petroleum gases,50.02
2082,Ireland,2020,households,Liquefied petroleum gases,55.386
2083,Iceland,2009,households,Liquefied petroleum gases,1.13
2084,Iceland,2010,households,Liquefied petroleum gases,1.123
2085,Iceland,2011,households,Liquefied petroleum gases,1.123
2086,Iceland,2012,households,Liquefied petroleum gases,1.123
